Topics,Authors
原来苏州的确诊地点那么多,https://www.douban.com/people/97188736/
为什么霍建华粉丝那么恨林心如啊，因为周杰吗？,https://www.douban.com/people/61691088/
蒋彦永：讲真话国家形象不会坏的。隐瞒情况如果导致严重后果，那才是损害国家形象。,https://www.douban.com/people/60889732/
上海的朋友们你们没发现这个问题吗,https://www.douban.com/people/83148735/
“正月十五，我去看看你奶奶怎么了？”,https://www.douban.com/people/143969055/
绝望主妇看完了，好失落，好空虚,https://www.douban.com/people/ayumissing/
刚才和我日本、美国的同学聊天（我是英国的医生），大家都准备回国了,https://www.douban.com/people/57922087/
爸妈都是怎么评论这件事的,https://www.douban.com/people/48535221/
再聊嗲别的！鹅们可以放心出门之后一定要去吃什么！,https://www.douban.com/people/67788167/
大护法吹可以给我讲讲这部动画电影剧情讲了什么吗,https://www.douban.com/people/andonis/
甄嬛最爱的是果郡王还是皇上啊？,https://www.douban.com/people/4462766/
都已经要调查了，为什么大家昨晚还那么激动,https://www.douban.com/people/54468721/
看书的小哥是留美博士后,https://www.douban.com/people/60451506/
发布会 有记者提问,https://www.douban.com/people/huoLayfeng/
猜得很准，这几种人都出来表演了,https://www.douban.com/people/126391615/
疫情这么严重，舆论这么糟糕，我感觉所有明星都神隐了，除了韩红。,https://www.douban.com/people/2711400/
有没有想过：如果我是wh公安的工作人员,https://www.douban.com/people/47992384/
武汉的卫生部门怎么会做出如此的“病情误判”？,https://www.douban.com/people/126774095/
zy派监委调查组了！！,https://www.douban.com/people/79140438/
Ihaski发澄清声明：野狼disco的授权允许商用，且不会也不可以被收回,https://www.douban.com/people/126774095/
我的次元壁破了 父母爱情里的德华还和哥哥、王祖贤合作过？（已歪成黄磊美颜欣赏楼）,https://www.douban.com/people/79140438/
《此刻我们是否如此急需一位英雄？》,https://www.douban.com/people/68750684/
推荐鹅们一个作者 野夫,https://www.douban.com/people/131439410/
李文亮医生和妈妈发的微信？,https://www.douban.com/people/99988203/
家里一直用的除菌液 朋友们帮我看看这个成分 能代替75酒精吗？,https://www.douban.com/people/55479929/
丁香园今天黑了,https://www.douban.com/people/OOOOSummer/
武汉老年人求救求帮顶【转】,https://www.douban.com/people/83900053/
鹅们 我在超市看到超大桶75度消毒酒精 买不买,https://www.douban.com/people/51245187/
稳健口罩可以买了！！,https://www.douban.com/people/icornfield/
李现粉丝为了洗白李现真是什么事都做得出来,https://www.douban.com/people/168153013/
看了两篇武汉人写的文字，感觉贼难受…,https://www.douban.com/people/49273175/
李达康：查！给我查！,https://www.douban.com/people/92037262/
有多少wh鹅19年底那天听到了李文亮医生的吹哨声,https://www.douban.com/people/1992940/
时差党是不是失望情绪会少点,https://www.douban.com/people/39948726/
推测一下2020的生育率会很低吧！,https://www.douban.com/people/96670700/
删,https://www.douban.com/people/103894071/
微博上看到的图，纯洁无暇林心如,https://www.douban.com/people/PERFECTtime/
哪个女星算得上是百年难遇绝世大美女？,https://www.douban.com/people/62573963/
上海发布这个错误率也是挺绝的,https://www.douban.com/people/39866410/
Cm口罩这款防病菌吗 链接放楼里了,https://www.douban.com/people/51482480/
有家人朋友在医务前线的鹅都去头条上申请那个补助啊,https://www.douban.com/people/2755131/
偶尔来这组刷一下，看不懂组里什么节奏,https://www.douban.com/people/44843109/
一线医生对武汉肺炎病情的描述，这病很凶险，大家要保护好自己,https://www.douban.com/people/122200761/
浙江七天之内的增长趋势（截止昨天为止）,https://www.douban.com/people/135612167/
浙江七天之内的增长趋势（截止昨天为止）,https://www.douban.com/people/135612167/
武汉官方发声：对李文亮医生坚守一线抗击疫情表示敬意,https://www.douban.com/people/kumako18/
讨论下“高个脸”和“矮个脸”,https://www.douban.com/people/44843109/
原来吹哨人的典故是这样来的,https://www.douban.com/people/93863814/
里约奥运场地那个帖的回复真的笑死我,https://www.douban.com/people/94963257/
减税政策来了，捐赠的同学保留好凭证，可以抵减个人所得税。,https://www.douban.com/people/65908468/
特殊时期 我妈拿方便面供菩萨,https://www.douban.com/people/66732248/
四川3号就复工了还有可能爆发嘛,https://www.douban.com/people/123432592/
我们应当保持愤怒，但同样也要保持独立思考的能力,https://www.douban.com/people/134498309/
别狙gwy，我们在发声，真的,https://www.douban.com/people/62093315/
韩红想问为什么会强制征用私人寄的口罩,https://www.douban.com/people/119357605/
我记忆中的八组名场面,https://www.douban.com/people/2612863/
周杰伦想问扁头鹅怎么带头戴式口罩,https://www.douban.com/people/66104396/
我们不一定能够一直向上，但我们要努力往前走,https://www.douban.com/people/yangshijia/
兼听则明，给大家看一点组里非主流的观点,https://www.douban.com/people/67878886/
王一博的粉丝撕逼贴加上李医生名字说是为了表示祈福，鹅们能接受吗？？就我一个觉得恶心吗？（已开投票）,https://www.douban.com/people/129995150/
我才知道wwer看不懂拼音！！！,https://www.douban.com/people/sivi66/
到目前为止WH哪个谎言最让人痛恨,https://www.douban.com/people/2420437/
看到圈里发的“泰康人寿及时完成李文亮医生身故赔付”你看到了什么,https://www.douban.com/people/LLLLLei/
听了李文亮母亲的通话采访，太心痛了,https://www.douban.com/people/48535221/
煎蛋站长好像也感染了，有人知道这个网站吗？,https://www.douban.com/people/47350746/
【新增】张艺兴给社区基层和医院捐了29.65万只kf94口罩！！！,https://www.douban.com/people/147604230/
央视新闻：李文亮是最早一批撩起疫情魔鬼面纱的医者，被誉为疫情“吹哨人”,https://www.douban.com/people/Alexanderlove/
有返沪的鹅吗？租户可以进小区吗？,https://www.douban.com/people/52884529/
瞒报的人终于来到了我的身边,https://www.douban.com/people/gouzibuji/
定向捐赠给汉口医院的口罩没有了,https://www.douban.com/people/gouzibuji/
鲁迅要是在现代，会被骂成键盘侠吗,https://www.douban.com/people/99713710/
如果经济不好，ww是不是就危险了,https://www.douban.com/people/36479015/
来说说具有粉圈思维的群体都有什么特点,https://www.douban.com/people/68434326/
【口罩相关】挂一个口罩无良商家,https://www.douban.com/people/167564644/
sz有可能推迟到17号上班！,https://www.douban.com/people/twenty-seven/
刘诗诗的头脸也太小了吧…（多图预警 慎入）,https://www.douban.com/people/Yappy/
1688三奇猪鼻子🐽的姐妹发货了吗？,https://www.douban.com/people/139505507/
2.10左右是不是上不了班？,https://www.douban.com/people/122200761/
现在了依然还有人骂管轶是逃兵,https://www.douban.com/people/yidi109/
岛国的防疫不理想可能已经进入社区感染,https://www.douban.com/people/103113503/
快复工的鹅们来探讨探讨上班的装.备和注意事项吧,https://www.douban.com/people/96193866/
广州还有可能推迟上班吗，好焦虑啊,https://www.douban.com/people/63748632/
黑死病算不算是最最最恐怖的传染病,https://www.douban.com/people/32860510/
孤烟大妈打开微博第一件事不是悼念李医生，而是“辟谣”,https://www.douban.com/people/yukiriver/
想个人捐助口罩给hb的医生,https://www.douban.com/people/120118143/
报！我的三奇小猪佩奇刚发货了！,https://www.douban.com/people/51816152/
虽然武汉对疫情信息披露的不够及时，但是我们也应该适当谅解啊,https://www.douban.com/people/49505069/
第一次知道穿山甲是这样走路的，好萌~（请大家抵制食用穿山甲！）,https://www.douban.com/people/66732248/
哈佛医学院降半旗不是为了李文亮医生,https://www.douban.com/people/wlshq105/
亮，这两天好些了吧,https://www.douban.com/people/81117865/
方舱医院的伙食真的不好吗？,https://www.douban.com/people/85570555/
有大连鹅吗？要被这个ww的新病例气死了,https://www.douban.com/people/63594336/
如果那会儿八组没封 组里大概有不少人会提前囤些口罩,https://www.douban.com/people/121186454/
航班被空投过武汉人 今天起开始咳嗽了,https://www.douban.com/people/48535221/
机不可失，时不再来！大家加油噢！,https://www.douban.com/people/4419925/
日本的人数在蹭蹭上升,https://www.douban.com/people/165288029/
「更新」林心如恶心死了！偷吃完同学饭盒的鸡腿！还把骨头放回去！,https://www.douban.com/people/77436128/
今天已经正月十四了,https://www.douban.com/people/71885199/
我想问即将上班的鹅，你们口罩买好了吗？,https://www.douban.com/people/48535221/
根据相关法律法规政策，话题页未予显示。,https://www.douban.com/people/152800457/
早上出去买菜,https://www.douban.com/people/49086461/
奇遇人生ab那期的老徐去上非你莫属，评价大宝贝和阿雅了！耿直而又委婉,https://www.douban.com/people/yoyoever/
每次看到有人认真的科普古代女性受压迫，男尊女卑，一夫多妻制，就有一大堆人洋洋得意的吹妻子地位高，小妾低贱,https://www.douban.com/people/68372227/
厦门鹅摇号领到口罩了，居然是N95,https://www.douban.com/people/52149115/
看到很多鹅说不会再来云南,https://www.douban.com/people/152666923/
林心如发展的为啥不如赵薇？是貌不如人，技不如人还是脑不如人？,https://www.douban.com/people/hhtytgfgg/
李文亮医生可能并没有觉得自己是什么勇士,https://www.douban.com/people/yishengyu/
哪个男星算得上是百年难遇绝世大帅哥？,https://www.douban.com/people/79180836/
李文亮医生 （是郭嘉听到了群众的呼声吗）,https://www.douban.com/people/erduo/
请转给你身边抗击疫情的一线医务工作者,https://www.douban.com/people/54392804/
如果不反思灾难的成因,https://www.douban.com/people/48893664/
不可说不可说,https://www.douban.com/people/82064768/
现在穿啥出门都可以理解,https://www.douban.com/people/shirleyli/
上海地铁早晚高峰现在拥挤程度如何？,https://www.douban.com/people/63126284/
林心如和周杰当年那事 你们站谁？,https://www.douban.com/people/chishiba/
希望大家都能做一只清醒的八组鹅,https://www.douban.com/people/MOX/
上海zf真跟紧了班长的步伐公布了轨迹,https://www.douban.com/people/65730125/
我武汉老小区的 都在家隔离呢 有人在家装修？？？？,https://www.douban.com/people/1643625/
隔壁挂我peng you quan,https://www.douban.com/people/2849260/
图片来自没有条目的影视作品,https://www.douban.com/people/95824497/
还有人知道hk的疫情消息吗,https://www.douban.com/people/sunto/
你们的南丁口罩收到通知退货电话了吗,https://www.douban.com/people/craner/
这是我朋友圈李医生大学同班同学发的信息！以及李医生妻子单位公布的信息！,https://www.douban.com/people/82456949/
鹅们记得矿主吗,https://www.douban.com/people/6326789/
不知道是不是错觉，感觉江苏已经控制住了,https://www.douban.com/people/56659773/
有一个女医生被记功了，她是第一个临床发现不对并且立刻上报而且还做好科室隔离的人,https://www.douban.com/people/2673524/
狙邓超孙俪抠门捐kuan少的没有，最新刚医护人员都看不过眼，公布邓超还帮忙买了护目镜❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,https://www.douban.com/people/43550347/
疫区还有很多人正在努力！,https://www.douban.com/people/6326789/
1月1号到19号大家都在干嘛？,https://www.douban.com/people/4623385/
请问有以非典为背景的影视作品吗？,https://www.douban.com/people/60183259/
有人看到你好_竹子微博下评论呆住了吗？,https://www.douban.com/people/JIAXIAOQI/
我发了一个图，被攻击被谩骂被举报,https://www.douban.com/people/103733527/
你还能记起这辈子迄今为止最开心的瞬间吗？,https://www.douban.com/people/53947063/
爱尔眼科为李文亮医生的妻儿提供了以后的基础生活保障,https://www.douban.com/people/Daphne-loveee/
口罩千万不要乱消毒嗷！医用纱布可实现口罩多次使用！另附上华西医院的建议（已更新增推荐）,https://www.douban.com/people/71885199/
看到一个新知识 病人之间也应该隔离的 并不是没有交叉感染就完了,https://www.douban.com/people/32406290/
送别李文亮！,https://www.douban.com/people/141925145/
有鹅了解陈autumn实吗？,https://www.douban.com/people/ssssherry/
caix对lwl的采访搬运。逝者会被铭记，历史自有评说,https://www.douban.com/people/133386173/
唱衰、带节奏、药丸党、某岛民们要点脸，基层一线的日常小更新,https://www.douban.com/people/79866032/
湖北的问题，在浙江找到了答案！,https://www.douban.com/people/49871029/
林心如的粉丝发私信恐吓其他人,https://www.douban.com/people/34366725/
聊嗲别的吧！鹅们最近使用的那支口红是什么！,https://www.douban.com/people/gyhqq0325/
组里最近怎么了？,https://www.douban.com/people/168153013/
彭磊最近每天在微博唱歌为大家加油,https://www.douban.com/people/17324057/
有没有人在经历了无能为力后就变得越来越对玄学感兴趣了……,https://www.douban.com/people/74736827/
三万个n95口罩在红会仓库神秘消失（隔壁贴被禁回）,https://www.douban.com/people/103387363/
这就是上面说的“该追星追星，该追剧追剧”吗？李医生的热搜被明星压了,https://www.douban.com/people/172024417/
调查组去的真是时候啊,https://www.douban.com/people/130879171/
【DIY口罩教程】【多图预警】有需要的鹅请戳这里～（2.7更新）,https://www.douban.com/people/2288755/
有被fen号的🦢吗？来聊聊是怎么被fen的…,https://www.douban.com/people/elylovelva/
不想扩大，怕生是非。,https://www.douban.com/people/146886353/
备餐有术！关于疫情期间，蔬菜该如何保鲜？我画了9张图！,https://www.douban.com/people/47255942/
八组可以再雪藏了，来了一群牛鬼蛇神,https://www.douban.com/people/119025148/
今夜你们的朋友圈都出现了什么歌,https://www.douban.com/people/emvraced/
带球逼婚L女星嫌弃丈夫,https://www.douban.com/people/186913229/
你们所在市都有多少例了,https://www.douban.com/people/52270859/
微博看到一张图 鼻子酸了,https://www.douban.com/people/80277261/
原来山东章丘大葱有这么大！！！,https://www.douban.com/people/58742257/
wh官宣绕开红十捐赠违法必究,https://www.douban.com/people/36348332/
大家除了本组，还喜欢逛哪些小组啊,https://www.douban.com/people/91426604/
电动新风口罩有用吗😷,https://www.douban.com/people/83303088/
“糯米饭”生病了！浙江加油,https://www.douban.com/people/26646489/
字节跳动给李文亮家人捐了100万,https://www.douban.com/people/65730125/
全国新增确诊连续两日下降了。,https://www.douban.com/people/158180108/
辟谣! 李医生妻子的求助信是假的!（更新：已收到李先生公司资助!,https://www.douban.com/people/88384537/
刚才很快被和谐的2017年某一天相关的那个人,https://www.douban.com/people/37814789/
这个可以吗,https://www.douban.com/people/bulaoshi/
阴天，求推荐黑色幽默电影,https://www.douban.com/people/90845678/
在家办公  甲方无时无刻不找事 公司说不给调休,https://www.douban.com/people/bulaoshi/
《我家那闺女》刘欣然，真的太讨人厌了，赶紧的 闭麦吧！,https://www.douban.com/people/90845678/
现在发这个有点节奏不对,https://www.douban.com/people/kateyaleyang/
李医生和高飞 都是人祸啊！！！人祸！！,https://www.douban.com/people/51738448/
论骂一个明星的代价有多大（映射别人也能成被告啊）,https://www.douban.com/people/137895647/
插个题外话 说一下我是怎么进哈组的吧,https://www.douban.com/people/64402655/
坐标深圳，公司又延长了我们的假期。,https://www.douban.com/people/byebyebread/
那个…各位实在没有口罩的又必须通勤的 劳保店铺我也攻克了……,https://www.douban.com/people/70096132/
知乎看到的，武汉人莫名的喜感（新增组外投稿）,https://www.douban.com/people/83856419/
现在是不是什么都发不出去了,https://www.douban.com/people/84285169/
zara捐了100w欧 打了谁的脸,https://www.douban.com/people/47894783/
刚收到日照三奇的口罩（补充了下物流信息,https://www.douban.com/people/59590832/
感谢刚刚推荐（每，日，优，鲜）和（叮，咚，买，菜）的鹅,https://www.douban.com/people/xinxinpaula/
字节跳动的医务人道救助给李医生捐赠了100w,https://www.douban.com/people/63086710/
呵呵自己干的逼事，装模作样,https://www.douban.com/people/13135167/
。,https://www.douban.com/people/55893147/
有雷神山消息吗,https://www.douban.com/people/hulunana/
qin～差～去武汉调查李医生问题,https://www.douban.com/people/71432828/
从这次疫情，我只学会一样。,https://www.douban.com/people/132847120/
有哪个网站可以实时看到每日数据的对比？,https://www.douban.com/people/30742511/
扒皮孤烟暮蝉（曾当8k，造谣恰烂钱、在家被婆婆欺负、装富婆、躺收流量钱）,https://www.douban.com/people/104432474/
有鹅的WX被封了吗？,https://www.douban.com/people/kaka_lei/
延迟追剧 锦觅我现在都叫jimmy,https://www.douban.com/people/160741521/
辟谣：沈阳没扣青岛口罩，沈阳实惨,https://www.douban.com/people/152666923/
长使英雄泪满襟,https://www.douban.com/people/bonniecheung926/
